country,source,author,title,description,url,urlToImage,publishedAt,content,date,sentiment,domain,is_green
ie,"{'id': None, 'name': 'TheJournal.ie'}",Jane Moore,"Coronavirus: 1,189 new cases confirmed in Ireland - thejournal.ie",Dr Ronan Glynn said there has been a “sharp increase” in the level of travel-related cases of Covid-19.,https://www.thejournal.ie/covid-19-latest-cases-ireland-5502344-Jul2021/,https://img2.thejournal.ie/article/5502344/river/?height=400&version=5503057,2021-07-22T16:34:00Z,"PUBLIC HEALTH OFFICIALS have confirmed 1,189 new cases of Covid-19 in Ireland.
The Department of Health has reported that 95 patients with the coronavirus disease are in hospital today, including 23… [+1354 chars]",2021-07-22 14:58:52.519894,0.05236296114921568,www.thejournal.ie,1
ie,"{'id': None, 'name': 'Irish Mirror'}",David Kent,RTE star Joe Duffy asked if he's 'a big fat s***e' by Liveline caller in mad row - Irish Mirror,"The show kicked off on Thursday with Joe at the helm, having returned from a holiday at the start of the week",https://www.irishmirror.ie/news/irish-news/rte-star-joe-duffy-asked-24596057,https://i2-prod.irishmirror.ie/tv/article22017562.ece/ALTERNATES/s1200/1_joe-duffyjpeg.jpg,2021-07-22T16:02:01Z,"RTE star Joe Duffy was asked if he is a ""big fat s***e"" by an angry Liveline caller after a discussion involving the Great Famine, Eamonn Holmes and Tina Turner took a bizarre turn.
The show kicked … [+2510 chars]",2021-07-22 14:58:52.519894,-0.4974822998046875,www.irishmirror.ie,0
ie,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Vivienne Clarke,Staff should name and shame employers making it difficult to get vaccinated – Varadkar - The Irish Times,Tánaiste calls on bosses to ‘have a heart’ and give workers time to get their jabs,https://www.irishtimes.com/news/ireland/irish-news/staff-should-name-and-shame-employers-making-it-difficult-to-get-vaccinated-varadkar-1.4627660,https://www.irishtimes.com/polopoly_fs/1.4627659.1626957142!/image/image.jpg,2021-07-22T15:56:15Z,"Tánaiste Leo Varadkar has called on staff to name and shame any employers who are making it difficult for them to take time off to get vaccinated.
Speaking on Newstalks Pat Kenny show, Mr Varadkar u… [+2569 chars]",2021-07-22 14:58:52.519894,-0.4989941418170929,www.irishtimes.com,0
ie,"{'id': None, 'name': 'Kildare-nationalist.ie'}",Kildare Nationalist Reporter,Paul Reid: 'There's one big hurdle in our way and that's the Delta variant' - Kildare Nationalist,The HSE chief executive said the public can approach the threat with a level of confidence that stems from the vaccination programme…,https://kildare-nationalist.ie/2021/07/22/paul-reid-theres-one-big-hurdle-in-our-way-and-thats-the-delta-variant/,https://kildare-nationalist.ie/wp-content/uploads/2019/06/cropped-share-kildare.jpg,2021-07-22T15:51:58Z,"By Cate McCurry, PA
The threat of the Delta variant is one “big hurdle” the country has to overcome in its battle against Covid-19, according to the chief executive of the HSE.
Paul Reid said the p… [+3461 chars]",2021-07-22 14:58:52.519894,0.006327980613708484,kildare-nationalist.ie,1
ie,"{'id': None, 'name': 'Sundayworld.com'}",Liam Cosgrove,Young Co Cavan mother who died while trying to save son from drowning named as Natasha Core - Sunday World,A young mother of two died while trying to save her own son from drowning in Co Cavan last night.,https://www.sundayworld.com/news/irish-news/young-co-cavan-mother-who-died-while-trying-to-save-son-from-drowning-named-as-natasha-core-40680627.html,https://www.sundayworld.com/incoming/24a05/40680635.ece/AUTOCROP/w1240h700/Natasha%20Core%20RIP.JPG,2021-07-22T15:44:41Z,"A young mother of two died while trying to save her own son from drowning in Co Cavan last night.
The young woman, who has been named locally as Natasha Core and who was aged in her late 20s, jumped… [+1604 chars]",2021-07-22 14:58:52.519894,-0.18848635683059695,www.sundayworld.com,0
ie,"{'id': None, 'name': 'Independent.ie'}",Hugh O'Connell,Government's major plan to tackle housing crisis delayed - Independent.ie,"The Government&rsquo;s major plan to tackle the housing crisis is to be delayed, possibly until September.",https://www.independent.ie/irish-news/governments-major-plan-to-tackle-housing-crisis-delayed-40680675.html,https://www.independent.ie/irish-news/ee0a8/40680674.ece/AUTOCROP/w1240h700/Darragh%20OBrien.jpg,2021-07-22T15:43:00Z,"The Governments major plan to tackle the housing crisis is to be delayed, possibly until September.
Housing Minister Darragh OBrien had hoped to publish the Housing for All plan next Tuesday, but a … [+1406 chars]",2021-07-22 14:58:52.519894,-0.9900617897510529,www.independent.ie,0
ie,"{'id': None, 'name': 'Nature.com'}",,Highly accurate protein structure prediction for the human proteome - Nature.com,&lt;ArticleTitle Language=&quot;En&quot; xml:lang=&quot;en&quot;&gt;Highly accurate protein structure prediction for the human proteome&lt;/ArticleTitle&gt;,https://www.nature.com/articles/s41586-021-03828-1,,2021-07-22T15:03:32Z,"DeepMind, London, UK
Kathryn Tunyasuvunakool, Jonas Adler, Zachary Wu, Tim Green, Michal Zielinski, Augustin ídek, Alex Bridgland, Andrew Cowie, Clemens Meyer, Agata Laydon, Richard Evans, Alexander… [+297 chars]",2021-07-22 14:58:52.519894,0.99125,www.nature.com,0
ie,"{'id': None, 'name': 'BreakingNews.ie'}",Kenneth Fox,Donegal test centre sees swab positivity rate of 28% - BreakingNews.ie,"Meanwhile, walk-in centres in Tullamore and Limerick also saw high positivity rates, at 22 per cent and 16.7 per cent respectively.",https://www.breakingnews.ie/ireland/donegal-test-centre-sees-swab-positivity-rate-of-28-1161572.html,https://img.resized.co/breaking-news/eyJkYXRhIjoie1widXJsXCI6XCJodHRwczpcXFwvXFxcL2ltYWdlcy5icmVha2luZ25ld3MuaWVcXFwvcHJvZFxcXC91cGxvYWRzXFxcLzIwMjFcXFwvMDdcXFwvMTcxNTMxMTNcXFwvR2V0dHlJbWFnZXMtMTIzMTkyNTcxNS5qcGdcIixcIndpZHRoXCI6MTIwMCxcImhlaWdodFwiOjYyNyxcImRlZmF1bHRcIjpcImh0dHBzOlxcXC9cXFwvd3d3LmJyZWFraW5nbmV3cy5pZVxcXC9pbWFnZXNcXFwvbm8taW1hZ2UucG5nXCIsXCJvcHRpb25zXCI6W119IiwiaGFzaCI6IjNmMjIwMjEwZWFmNzg5NTBkMDgwMWQzMmQ2M2Q1YmM2ZjI4NmRiYzYifQ==/donegal-test-centre-sees-swab-positivity-rate-of-28.jpg,2021-07-22T14:50:06Z,"A Donegal Covid-19 test centre has seen a swab positivity rate of 28 per cent, which is one of the highest rates in the country.
Speaking to Newstalk, Dr Denis McCauley a GP from Buncrana said it wa… [+2105 chars]",2021-07-22 14:58:52.519894,0.4794,www.breakingnews.ie,1
ie,"{'id': None, 'name': 'BreakingNews.ie'}",Michael McAleer,What is ‘negging’? The worrying dating trend and its impact on Love Island - BreakingNews.ie,It’s an unpleasant experience many single people will relate to,https://www.breakingnews.ie/lifestyle/what-is-negging-the-worrying-dating-trend-and-its-impact-on-love-island-1161556.html,https://img.resized.co/breaking-news/eyJkYXRhIjoie1widXJsXCI6XCJodHRwczpcXFwvXFxcL2ltYWdlcy5icmVha2luZ25ld3MuaWVcXFwvcHJvZFxcXC91cGxvYWRzXFxcLzIwMjFcXFwvMDdcXFwvMjIxNDUzMTdcXFwvYzVhOTVhM2UtMDZlMi00OWYyLWE4ZTgtNDk5YTgyODVkYjU2LmpwZ1wiLFwid2lkdGhcIjoxMjAwLFwiaGVpZ2h0XCI6NjI3LFwiZGVmYXVsdFwiOlwiaHR0cHM6XFxcL1xcXC93d3cuYnJlYWtpbmduZXdzLmllXFxcL2ltYWdlc1xcXC9uby1pbWFnZS5wbmdcIixcIm9wdGlvbnNcIjpbXX0iLCJoYXNoIjoiYTA4NWE2NzE1MzQyMTBmZGNhZTA1YzVmN2RhZWRhMTJiZTlkNWZiYyJ9/what-is-negging-the-worrying-dating-trend-and-its-impact-on-love-island.jpg,2021-07-22T13:55:33Z,"Thanks to the rise of dating apps and swiping right, theres now a whole glossary of toxic dating terms that single people need to know and avoid.
As if ghosting, love-bombing and breadcrumbing weren… [+3403 chars]",2021-07-22 14:58:52.519894,-0.04039890985488892,www.breakingnews.ie,1
ie,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",The Irish Times,Brexit: EU chief rejects Johnson’s plea to renegotiate Northern Ireland protocol - The Irish Times,"Brussels will be ‘flexible’ over deal but ‘will not renegotiate’, says Ursula von der Leyen",https://www.irishtimes.com/news/world/europe/brexit-eu-chief-rejects-johnson-s-plea-to-renegotiate-northern-ireland-protocol-1.4627717,https://www.irishtimes.com/image-creator/?id=1.4627716&origw=1440,2021-07-22T13:18:42Z,"European Union chief Ursula von der Leyen has rejected Boris Johnsons plea to renegotiate the post-Brexit deal on Northern Ireland after a phone call with the prime minister.
The European Commission… [+1459 chars]",2021-07-22 14:58:52.519894,0.0,www.irishtimes.com,0
ie,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",The Irish Times,Father who raped his daughter after blackmailing her is jailed for 17 years - The Irish Times,David Masterson (56) sent fake text messages demanding girl engage in sexual acts,https://www.irishtimes.com/news/crime-and-law/courts/criminal-court/father-who-raped-his-daughter-after-blackmailing-her-is-jailed-for-17-years-1.4627664,https://www.irishtimes.com/image-creator/?id=1.4627697&origw=1440,2021-07-22T12:33:45Z,"A man who sexually abused his daughter over a 7½ year period after first blackmailing her has been jailed for 17 years.
David Masterson (56) sent text messages under the guise of being another perso… [+5894 chars]",2021-07-22 14:58:52.519894,-0.49857205152511597,www.irishtimes.com,0
ie,"{'id': None, 'name': 'TheJournal.ie'}",John Fallon,"'Golfgate' case against current TD, former senator and two hoteliers is adjourned to October - TheJournal.ie",The court was told the case could take three days if it goes to a full hearing.,https://www.thejournal.ie/golfgate-clifden-5502520-Jul2021/,https://img2.thejournal.ie/article/5502520/river/?height=400&version=5502522,2021-07-22T11:32:00Z,THE CASE AGAINST two prominent politicians and two hoteliers over their alleged role in organising a controversial golf dinner during Covid-19 restrictions last summer has been adjourned until Octobe… [+2747 chars],2021-07-22 14:58:52.519894,-0.9879215955734253,www.thejournal.ie,1
ie,"{'id': None, 'name': 'Independent.ie'}",Jon Ihle,Former Davy boss to reap €79m as Bank of Ireland sale heralds return of banker bonuses - Independent.ie,The former Davy CEO who was forced to resign over his role in a bond trading scandal at the firm is set to get paid nearly €79m for his stake in the stockbroker as it is sold to Bank of Ireland.,https://www.independent.ie/business/irish/former-davy-boss-to-reap79m-as-bank-of-ireland-sale-heraldsreturn-of-banker-bonuses-40679538.html,https://www.independent.ie/business/irish/a15b1/40679537.ece/AUTOCROP/w1240h700/91Davy%20Corporate%20po,2021-07-22T10:52:00Z,"The former Davy CEO who was forced to resign over his role in a bond trading scandal at the firm is set to get paid nearly 79m for his stake in the stockbroker as it is sold to Bank of Ireland.
The … [+3164 chars]",2021-07-22 14:58:52.519894,-0.4966334402561188,www.independent.ie,0
ie,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Sarah Burns,Gardaí issue warning to public about recent spate of ‘smishing’ scams - The Irish Times,Fraudsters will pretend to be from a bank and seek people’s personal information,https://www.irishtimes.com/news/crime-and-law/garda%C3%AD-issue-warning-to-public-about-recent-spate-of-smishing-scams-1.4627533,https://www.irishtimes.com/image-creator/?id=1.4627532&origw=786,2021-07-22T08:26:46Z,"Gardaí are warning the public about a recent smishing scam whereby people are receiving text messages from fraudsters purporting to be from Permanent TSB. 
The text message says there has been unusu… [+1654 chars]",2021-07-22 14:58:52.519894,-0.9945458471775055,www.irishtimes.com,0
ie,"{'id': None, 'name': 'Independent.ie'}",Sheena McGinley,Love Island Episode 21: Toby gives Chloe a taste of that proverbial medicine - Independent.ie,It's becoming increasingly clear why Toby hasn't had a &quot;serious&quot; relationship as yet. Man's not got two brain cells to rub together. But first...,https://www.independent.ie/entertainment/television/tv-news/love-island-episode-21-toby-gives-chloe-a-taste-of-that-proverbial-medicine-40678899.html,https://www.independent.ie/entertainment/television/tv-news/c1290/40678898.ece/AUTOCROP/w1240h700/ITV%20Plc,2021-07-22T05:52:00Z,"It's becoming increasingly clear why Toby hasn't had a ""serious"" relationship as yet. Man's not got two brain cells to rub together. But first...
All the boys gathered together to decide who to dump… [+3455 chars]",2021-07-22 14:58:52.519894,0.22963877408504485,www.independent.ie,0
ie,"{'id': None, 'name': 'Swordstoday.ie'}",Jake Pearson,NASA warns of three magnitude asteroids in Taj Mahal - SwordsToday.ie,A large asteroid is coming to Earth. NASA says it will be closer to Earth by July 25. Its shape is three times that of the Taj Mahal. The asteroid is,https://swordstoday.ie/nasa-warns-of-three-magnitude-asteroids-in-taj-mahal/,https://swordstoday.ie/wp-content/uploads/2021/07/NASA-warns-of-three-magnitude-asteroids-in-Taj-Mahal.jpg,2021-07-21T22:54:14Z,"A large asteroid is coming to Earth. NASA says it will be closer to Earth by July 25. Its shape is three times that of the Taj Mahal.
The asteroid is about 220 meters in diameter and is called ‘2008… [+1041 chars]",2021-07-22 14:58:52.519894,0.19963999999999998,swordstoday.ie,0
ie,"{'id': None, 'name': 'Irish Examiner'}","Simon Lewis, Cape Town",Warren Gatland will still turn to Conor Murray for finishing touches in Test series opener - Irish Examiner,,https://www.irishexaminer.com/sport/rugby/arid-40342568.html,https://www.irishexaminer.com/cms_media/module_img/5139/2569868_3_googlediscover_2046872.jpg,2021-07-21T21:00:00Z,He may have missed out on a Test start but Warren Gatland has told Conor Murray he will still have a crucial role to play for the British &amp; Irish Lions against South Africa this Saturday.Murrays … [+4258 chars],2021-07-22 14:58:52.519894,0.0,www.irishexaminer.com,1
ie,"{'id': None, 'name': 'Q102.ie'}",Kevin O'Mahony,"Covid-19: 1378 new cases, 96 patients in hospital - Q102","1,378 new cases of Covid-19 have been recorded in Ireland.",https://www.q102.ie/news/q102-news/covid-19-1378-new-cases-96-patients-in-hospital/,https://mmo.aiircdn.com/301/60368fccea9e9.jpg,2021-07-21T16:18:45Z,"1,378 new cases of Covid-19 have been recorded in Ireland.
As of 8am today, 96 coronavirus patients are hospitalised, of which 22 are in ICU.
Deputy Chief Medical Officer, Dr. Ronan Glynn says vacc… [+1220 chars]",2021-07-22 14:58:52.519894,-0.8824286460876465,www.q102.ie,0
ie,"{'id': None, 'name': 'Independent.ie'}",Ciara O'Loughlin,Coronavirus Ireland: 1378 further Covid-19 cases confirmed - Independent.ie,"There have been 1,378 further Covid-19 cases confirmed by the Department of Health today.",https://www.independent.ie/irish-news/health/coronavirus-ireland-1378-further-covid-19-cases-confirmed-40676789.html,https://www.independent.ie/regionals/argus/news/e42c0/40587710.ece/AUTOCROP/w1240h700/2021-06-29_the_72010778_I3.JPG,2021-07-21T16:18:00Z,"There have been 1,378 further Covid-19 cases confirmed by the Department of Health today. 
Hospitalisations have risen from yesterdays figures as there is 96 coronavirus patients in hospital and 22 … [+2589 chars]",2021-07-22 14:58:52.519894,-0.8732144832611084,www.independent.ie,0
ie,"{'id': None, 'name': 'Siliconrepublic.com'}",Vish Gain,New group aims to make Ireland Europe's insurtech hub - Siliconrepublic.com,"InsTech.ie aims to unite insurance firms, start-ups and third-level institutions to promote innovation in the insurance sector.",https://www.siliconrepublic.com/start-ups/insurtech-ireland-europe-insurance-innovation-hub,https://www.siliconrepublic.com/wp-content/uploads/2021/07/AdobeStock_291017215.jpeg,2021-07-21T14:59:45Z,"InsTech.ie will bring together insurance firms, start-ups and third-level institutions to drive innovation in insurance.
In a bid to make Ireland a European hub for the growing insurtech sector, 12 … [+2118 chars]",2021-07-22 14:58:52.519894,-0.36338213086128235,www.siliconrepublic.com,0
ie,"{'id': None, 'name': 'Buzz.ie'}",Conor Brummell,Space Jam: A New Legacy collection launched by boohooMan - Buzz.ie,BoohooMan is now giving you the opportunity to shop a new range featuring images of your favourite characters from the new series.,https://www.buzz.ie/lifestyle/space-jam-new-legacy-collection-24585595,https://i2-prod.buzz.ie/incoming/article24585566.ece/ALTERNATES/s1200/1_image018.jpg,2021-07-21T13:48:22Z,"We all love a bit of a nostalgic throwback now and again, and with Space Jam: A New Legacy hitting cinemas last week, we've been re-acquainted with our favourite cartoon animal friends.
From Bugs Bu… [+898 chars]",2021-07-22 14:58:52.519894,0.9935499999999999,www.buzz.ie,1
ie,"{'id': None, 'name': 'The Irish Sun'}",Harry Pettit,Brit couple discovers treasure trove of fossils dubbed ‘Jurassic Pompeii’ using Google Earth... - The Irish Sun,,https://www.thesun.ie/news/7323245/couple-fossils-jurassic-pompeii-google-earth/,https://www.thesun.ie/wp-content/uploads/sites/3/2021/07/NINTCHDBPICT000667254376.jpg?strip=all&quality=100&w=1200&h=800&crop=1,2021-07-21T09:11:51Z,"ONE of the largest collections of rare marine fossils anywhere in the UK has been discovered by a couple using Google Earth.
Amateur palaeontologists discovered the site in Wiltshire earlier this ye… [+8132 chars]",2021-07-22 14:58:52.519894,0.0,www.thesun.ie,0
ie,"{'id': None, 'name': 'Siliconrepublic.com'}",Sam Cox,Microsoft lab to 'supercharge molecular science' with machine learning Just now - Siliconrepublic.com,"Using the latest advances in AI, the new Microsoft Research lab will dive into the details of molecular properties and behaviours.",https://www.siliconrepublic.com/machines/microsoft-lab-machine-learning-molecular-science-amsterdam,https://www.siliconrepublic.com/wp-content/uploads/2021/07/molecules-scaled-1.jpeg,2021-07-21T08:10:42Z,"By using the latest advances in AI, the new Microsoft lab will look to better understand the nitty-gritty details of molecular properties and behaviours.
Microsoft Research is opening a lab in Amste… [+2029 chars]",2021-07-22 14:58:52.519894,0.49365,www.siliconrepublic.com,0
ie,"{'id': None, 'name': 'Independent.ie'}",Allison Bray,Irish team's study of Indonesian bird reveals evolution can happen faster than had been thought - Independent.ie,Researchers at Trinity College Dublin have uncovered evidence which suggests that evolution can occur much faster than previously believed.,https://www.independent.ie/irish-news/irish-teams-study-of-indonesian-birdreveals-evolution-can-happen-faster-than-had-been-thought-40674290.html,https://www.independent.ie/irish-news/63818/40674289.ece/AUTOCROP/w1240h700/hXyxCDHw.jpg,2021-07-20T21:30:00Z,"Researchers at Trinity College Dublin have uncovered evidence which suggests that evolution can occur much faster than previously believed.
The team of zoologists studied a species of bird in southe… [+1576 chars]",2021-07-22 14:58:52.519894,0.4985,www.independent.ie,0
in,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/igor-bonifacic,Google expands Android Auto's beta testing program - Engadget,"Google is expanding the Android Auto beta program, giving anyone with an Android device and a willingness to put up with bugs the opportunity to test the platform's latest features before they're available to the public..",https://www.engadget.com/android-auto-beta-test-program-190704773.html,https://s.yimg.com/os/creatr-uploaded-images/2021-04/b3c07d80-9632-11eb-af69-9c2b71cc5c5e,2021-07-22T19:09:09Z,"Google has long run an Android Auto beta program, but joining it was almost impossible before today. Those who tried to take part often got an error message that said the program was maxed out. Thank… [+1320 chars]",2021-07-22 14:58:52.519894,-0.4991868734359741,www.engadget.com,0
in,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Shilpa Shetty shares FIRST post amid husband Raj Kundra’s arrest in pornography case: I will survive chal - Times of India,Shilpa Shetty's husband Raj Kundra has been arrested for creating pornography content for mobile applications. He h,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/raj-kundras-arrest-shilpa-shetty-shares-post-i-will-survive-challenges-in-the-future/articleshow/84657981.cms,"https://static.toiimg.com/thumb/msid-84657985,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-82919/84657985.jpg",2021-07-22T18:42:00Z,,2021-07-22 14:58:52.519894,0.3323,timesofindia.indiatimes.com,0
in,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Nutrient deficiency anaemia: Smartphone cameras may detect the symptoms of anaemia - Times of India,Iron deficiency or anaemia is a common nutrient deficiency that affects millions of people across the globe It is C,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/nutrient-deficiency-anaemia-smartphone-cameras-may-detect-the-symptoms-of-anaemia/articleshow/84648382.cms,"https://static.toiimg.com/thumb/msid-84648714,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-870184/84648714.jpg",2021-07-22T18:30:00Z,,2021-07-22 14:58:52.519894,-0.4990790784358978,timesofindia.indiatimes.com,0
in,"{'id': None, 'name': 'Thehansindia.com'}",The Hans India,Study offers new insights into star formation in Milky Way - The Hans India,An international team of astronomers has carried out an extensive new survey of the Milky Way...,https://www.thehansindia.com/karnataka/study-offers-new-insights-into-star-formation-in-milky-way-697414,https://assets.thehansindia.com/h-upload/2021/07/22/1090475-glostar.jpg,2021-07-22T18:25:24Z,Bengaluru: An international team of astronomers has carried out an extensive new survey of the Milky Way revealing previously unseen signatures with unprecedented sensitivity and details that hint at… [+4272 chars],2021-07-22 14:58:52.519894,0.99935,www.thehansindia.com,1
in,"{'id': None, 'name': 'NDTV News'}",Posted by Ahtasham,Farmers' Protest LIVE Updates: 200 Farmers Start 'Kisan Parliament' At Jantar Mantar In Delhi - NDTV,A group of 200 farmers reached Jantar Mantar in central Delhi on Thursday to protest against the Centre's three controversial farm laws as the Monsoon session of Parliament was underway.,https://www.ndtv.com/india-news/farmers-protest-live-updates-farmers-protest-at-delhis-jantar-mantar-today-against-farm-laws-2492000,https://c.ndtvimg.com/2021-07/oidvgbl_farmers-protest-650_625x300_22_July_21.jpg,2021-07-22T18:18:32Z,"Farmers' Protest: Bharatiya Kisan Union leader Rakesh Tikait reaches Jantar Mantar.
New Delhi: Amid heavy security, a group of 200 farmers protesting the Centre's three controversial farm laws start… [+7231 chars]",2021-07-22 14:58:52.519894,-0.9476520717144012,www.ndtv.com,0
in,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,"Anil Ambani, sacked CBI chief Alok Verma were potential targets of Pegasus spyware: Report - Times of India","India News: NEW DELHI: In yet another revelation in the snooping row, ""The Wire"" on Thursday released a new set of high-profile names who were potential targets o.",https://timesofindia.indiatimes.com/india/anil-ambani-sacked-cbi-chief-alok-verma-were-potential-targets-of-pegasus-spyware-report/articleshow/84654778.cms,"https://static.toiimg.com/thumb/msid-84655536,width-1070,height-580,imgsize-288447,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2021-07-22T17:35:00Z,"'False rumours': Stand by findings of Pegasus Project, says Amnesty InternationalNEW DELHI: The Amnesty International on Thursday said it stands by the findings of the Pegasus Project and asserted th… [+181 chars]",2021-07-22 14:58:52.519894,-0.0015262462139129518,timesofindia.indiatimes.com,0
in,"{'id': None, 'name': 'Livemint'}",Livemint,NEET UG exam to be held in Dubai this year for first time: Education Ministry - Mint,The Centre had earlier this month announced that for the first time the exam will be conducted in Kuwait to facilitate the Indian student community in the Middle East,https://www.livemint.com/education/news/neet-ug-2021-exam-to-be-held-in-dubai-this-year-for-first-time-education-ministry-11626973824855.html,https://images.livemint.com/img/2021/07/22/600x338/fb4a77d8-d4c0-11eb-ac6d-6b0262a54c81_1626675249195_1626974560802.jpg,2021-07-22T17:23:30Z,"In a first, medical entrance exam NEET will be conducted in Dubai this year, the Ministry of Education said on Thursday.
Announcing the new NEET-UG examination centre, the Education Ministry on Twit… [+2020 chars]",2021-07-22 14:58:52.519894,0.89835,www.livemint.com,0
in,"{'id': None, 'name': 'Hindustan Times'}",HT Entertainment Desk,"Priyanka Chopra poses in a breezy dress in new pic, fans call her 'my beautiful queen': 'You're inspiring everyone' - Hindustan Times",Priyanka Chopra Jonas has given fans a glimpse of her new summer look. See here. | Bollywood,https://www.hindustantimes.com/entertainment/bollywood/priyanka-chopra-poses-in-a-breezy-dress-in-new-pic-fans-call-her-my-beautiful-queen-you-re-inspiring-everyone-101626972800016.html,https://images.hindustantimes.com/img/2021/07/22/1600x900/priyanka_chopra_1626973046991_1626973052875.PNG,2021-07-22T17:11:35Z,"Actor Priyanka Chopra Jonas gave fans a glimpse of her summer look in her latest post. Taking to Instagram on Thursday, Priyanka shared a photo, in which she is seen wearing a breezy dress. The post … [+1903 chars]",2021-07-22 14:58:52.519894,0.499875,www.hindustantimes.com,0
in,"{'id': None, 'name': 'NDTV News'}",Kislaya Srivastava,"""Is It A Crime To Ask For Physiotherapist..."": Wrestler Vinesh Phogat On Request For Physiotherapist Travelling To Tokyo Olympics | Olympics News - NDTVSports.com",Tokyo Olympics: Wrestler Vinesh Phogat tweeted Thursday and reiterated her request for allowing a physiotherapist to travel with the women's team to Tokyo.,https://sports.ndtv.com/olympics-2020/is-it-a-crime-to-ask-for-physiotherapist-wrestler-vinesh-phogat-on-request-for-physiotherapist-travelling-to-tokyo-olympics-2492635,"https://c.ndtvimg.com/2021-07/so3q1cv8_vinesh-phogat-afp_625x300_21_July_21.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=675",2021-07-22T16:55:00Z,"Indian wrestler and a Tokyo Olympics medal hopeful Vinesh Phogat tweeted on Thursday to say she had asked for a physiotherapist to accompany her and other women wrestlers to Tokyo ""long back"". In res… [+1394 chars]",2021-07-22 14:58:52.519894,0.0,sports.ndtv.com,0
in,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Did coronavirus escape from Wuhan lab? China vs WHO on Covid origins - Times of India,China News: NEW DELHI: The World Health Organization and China appear to be at odds over a probe to ascertain the possibility that Covid-19 escaped from a lab.,https://timesofindia.indiatimes.com/world/china/did-coronavirus-escape-from-wuhan-lab-china-vs-who-on-covid-origins/articleshow/84652657.cms,"https://static.toiimg.com/thumb/msid-84652651,width-1070,height-580,imgsize-591199,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2021-07-22T16:37:00Z,"China's opposition to probe into Covid origins 'irresponsible': White HouseWASHINGTON: Chinese opposition to a World Health Organization probe into the origins of the Covid-19 pandemic is ""irresponsi… [+175 chars]",2021-07-22 14:58:52.519894,-0.3307326038678487,timesofindia.indiatimes.com,0
in,"{'id': None, 'name': 'NDTV News'}",,Taliban Now Controls 90% Of Afghanistan's Borders: Report - NDTV,"The Taliban control 90 per cent of Afghanistan's borders, a spokesman told Russian media on Thursday, following offensives carried out by the hardline Islamist group as foreign forces withdraw.",https://www.ndtv.com/world-news/taliban-says-they-control-90-per-cent-of-afghan-border-report-2492590,https://c.ndtvimg.com/2021-07/r7sof1v_afghanistangenericafp_625x300_22_July_21.jpg,2021-07-22T15:25:21Z,"Taliban now controls about half of Afghanistan's roughly 400 districts. (Representational)
Moscow: The Taliban control 90 per cent of Afghanistan's borders, a spokesman told Russian media on Thursda… [+1162 chars]",2021-07-22 14:58:52.519894,-0.4835818409919739,www.ndtv.com,0
in,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Debashis Sarkar,OnePlus Nord 2 5G launched: All details about OnePlus’ next big affordable flagship - Times of India,"At a starting price of Rs 27,999, the OnePlus Nord 2 5G claims to be an affordable daily drive with good performance and battery life.",https://timesofindia.indiatimes.com/gadgets-news/oneplus-nord-2-5g-launched-all-details-about-onepluss-next-big-affordable-flagship/articleshow/84646834.cms,"https://static.toiimg.com/thumb/msid-84648789,width-1070,height-580,imgsize-101311,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2021-07-22T15:20:00Z,,2021-07-22 14:58:52.519894,0.9817,timesofindia.indiatimes.com,0
in,"{'id': None, 'name': 'Moneycontrol'}",,"SC to pronounce judgement on Airtel, Voda-Idea plea seeking recomputation of AGR dues tomorrow - Moneycontrol","While Vodafone has claimed it is about to go under, cited dues of Rs 1.8 lakh crore, and sought correction of arithmetic errors, Bharti Airtel has claimed duplication, unaccounted payments, and disallowed deductions.",https://www.moneycontrol.com/news/india/sc-to-pronounce-judgement-on-airtel-voda-idea-plea-seeking-recomputation-of-agr-dues-tomorrow-7209081.html,https://images.moneycontrol.com/static-mcnews/2019/08/Supreme-Court-770x433-770x433.jpg,2021-07-22T15:11:21Z,"The Supreme Court of India will pronounce its judgment on the Bharti Airtel, Vodafone-Idea plea seeking recomputation of adjusted gross revenue (AGR) dues at around 10.30 am on July 23, CNBC-TV18 rep… [+1694 chars]",2021-07-22 14:58:52.519894,0.0,www.moneycontrol.com,0
